category,id,group,prompt,angle,distance,lighting,background,expression
portraits,m_cauz_30s_avg__portrait_02,m_cauz_30s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his early 30s, tan skin, short dark hair with a trimmed beard, a square face and heavy brows, wearing a plain navy long-sleeve top and beige trousers, three-quarter view turned to the right, strong side light, white seamless studio, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",three-quarter view turned to the right,headshot,strong side light,white seamless studio,neutral
portraits,m_cauz_30s_avg__portrait_03,m_cauz_30s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his early 30s, tan skin, short dark hair with a trimmed beard, a square face and heavy brows, wearing a plain grey knit top and black trousers, near profile view, rim light from behind, blurred outdoor street, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",near profile view,headshot,rim light from behind,blurred outdoor street,neutral
portraits,m_cauz_30s_avg__portrait_04,m_cauz_30s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his early 30s, tan skin, short dark hair with a trimmed beard, a square face and heavy brows, wearing a plain olive shirt and dark jeans, shot from slightly above eye level, soft diffused daylight, blurred plain interior, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",shot from slightly above eye level,headshot,soft diffused daylight,blurred plain interior,neutral
portraits,m_cauz_30s_avg__portrait_05,m_cauz_30s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his early 30s, tan skin, short dark hair with a trimmed beard, a square face and heavy brows, wearing a plain white t-shirt and dark grey trousers, shot from slightly below eye level, hard directional sunlight, soft gradient backdrop, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",shot from slightly below eye level,headshot,hard directional sunlight,soft gradient backdrop,neutral
portraits,m_cauz_40s_avg__portrait_00,m_cauz_40s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his late 40s, weathered brown skin, greying short hair and a moustache, a lined forehead and a broad nose, wearing a plain white t-shirt and dark grey trousers, front view, facing camera, soft diffused daylight, plain light grey studio backdrop, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",front view,headshot,soft diffused daylight,plain light grey studio backdrop,neutral
portraits,m_cauz_40s_avg__portrait_01,m_cauz_40s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his late 40s, weathered brown skin, greying short hair and a moustache, a lined forehead and a broad nose, wearing a plain black t-shirt and blue jeans, three-quarter view turned to the left, hard directional sunlight, warm beige wall, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",three-quarter view turned to the left,headshot,hard directional sunlight,warm beige wall,neutral
portraits,m_cauz_40s_avg__portrait_02,m_cauz_40s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his late 40s, weathered brown skin, greying short hair and a moustache, a lined forehead and a broad nose, wearing a plain navy long-sleeve top and beige trousers, three-quarter view turned to the right, strong side light, white seamless studio, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",three-quarter view turned to the right,headshot,strong side light,white seamless studio,neutral
portraits,m_cauz_40s_avg__portrait_03,m_cauz_40s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his late 40s, weathered brown skin, greying short hair and a moustache, a lined forehead and a broad nose, wearing a plain grey knit top and black trousers, near profile view, rim light from behind, blurred outdoor street, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",near profile view,headshot,rim light from behind,blurred outdoor street,neutral
portraits,m_cauz_40s_avg__portrait_04,m_cauz_40s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his late 40s, weathered brown skin, greying short hair and a moustache, a lined forehead and a broad nose, wearing a plain olive shirt and dark jeans, shot from slightly above eye level, soft diffused daylight, blurred plain interior, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",shot from slightly above eye level,headshot,soft diffused daylight,blurred plain interior,neutral
portraits,m_cauz_40s_avg__portrait_05,m_cauz_40s_avg,"photorealistic head and shoulders portrait of a Central Asian man in his late 40s, weathered brown skin, greying short hair and a moustache, a lined forehead and a broad nose, wearing a plain white t-shirt and dark grey trousers, shot from slightly below eye level, hard directional sunlight, soft gradient backdrop, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",shot from slightly below eye level,headshot,hard directional sunlight,soft gradient backdrop,neutral
portraits,m_slav_30s_avg__portrait_00,m_slav_30s_avg,"photorealistic head and shoulders portrait of a Slavic European man in his early 30s, fair skin, light brown hair, short beard, blue eyes and a long face, wearing a plain white t-shirt and dark grey trousers, front view, facing camera, soft diffused daylight, plain light grey studio backdrop, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",front view,headshot,soft diffused daylight,plain light grey studio backdrop,neutral
portraits,m_slav_30s_avg__portrait_01,m_slav_30s_avg,"photorealistic head and shoulders portrait of a Slavic European man in his early 30s, fair skin, light brown hair, short beard, blue eyes and a long face, wearing a plain black t-shirt and blue jeans, three-quarter view turned to the left, hard directional sunlight, warm beige wall, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",three-quarter view turned to the left,headshot,hard directional sunlight,warm beige wall,neutral
portraits,m_slav_30s_avg__portrait_02,m_slav_30s_avg,"photorealistic head and shoulders portrait of a Slavic European man in his early 30s, fair skin, light brown hair, short beard, blue eyes and a long face, wearing a plain navy long-sleeve top and beige trousers, three-quarter view turned to the right, strong side light, white seamless studio, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",three-quarter view turned to the right,headshot,strong side light,white seamless studio,neutral
portraits,m_slav_30s_avg__portrait_03,m_slav_30s_avg,"photorealistic head and shoulders portrait of a Slavic European man in his early 30s, fair skin, light brown hair, short beard, blue eyes and a long face, wearing a plain grey knit top and black trousers, near profile view, rim light from behind, blurred outdoor street, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",near profile view,headshot,rim light from behind,blurred outdoor street,neutral
portraits,m_slav_30s_avg__portrait_04,m_slav_30s_avg,"photorealistic head and shoulders portrait of a Slavic European man in his early 30s, fair skin, light brown hair, short beard, blue eyes and a long face, wearing a plain olive shirt and dark jeans, shot from slightly above eye level, soft diffused daylight, blurred plain interior, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",shot from slightly above eye level,headshot,soft diffused daylight,blurred plain interior,neutral
portraits,m_slav_30s_avg__portrait_05,m_slav_30s_avg,"photorealistic head and shoulders portrait of a Slavic European man in his early 30s, fair skin, light brown hair, short beard, blue eyes and a long face, wearing a plain white t-shirt and dark grey trousers, shot from slightly below eye level, hard directional sunlight, soft gradient backdrop, neutral expression, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",shot from slightly below eye level,headshot,hard directional sunlight,soft gradient backdrop,neutral
poses,pose_woman_000,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing straight, arms relaxed at the sides, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_001,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing with weight on one hip, one hand on the hip, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_002,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing with both hands in pockets, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_003,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing with arms crossed, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_004,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, walking towards the camera mid-stride, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_005,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, walking away, glancing back over the shoulder, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_006,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing in three-quarter turn, looking over the shoulder, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_007,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, leaning back against a wall, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_008,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, leaning sideways against a wall, one foot flexed, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_009,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, sitting on a low stool, back straight, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_010,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, sitting on the floor, legs extended to one side, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_011,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, sitting cross-legged on the floor, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_012,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, sitting on the floor, knees drawn up, arms resting on the knees, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_013,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, crouching on the balls of the feet, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_014,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, kneeling upright on both knees, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_015,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, one hand raised to the hair, elbow out, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_016,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, both hands raised to the back of the head, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_017,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, hands clasped in front, standing tall, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_018,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, one arm extended down, the other hand touching the collar, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_019,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, half turned away, head turned back to camera, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_020,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, seated on a chair, leaning forward, elbows on the knees, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_021,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, seated on a chair, legs crossed, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_022,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing on tiptoe, arms slightly out for balance, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_023,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, mid-twist, torso turned away and face to camera, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_024,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing with one leg crossed over the other, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_025,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, hands adjusting a cuff at the wrist, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_026,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, hands adjusting a collar, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_027,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, arms loose, caught mid-laugh, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_028,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, standing square to camera, chin slightly lifted, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_woman_029,poses_woman,"photorealistic full body photograph of a woman wearing a plain white top and blue jeans, reclining on one elbow on the floor, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_000,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing straight, arms relaxed at the sides, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_001,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing with weight on one hip, one hand on the hip, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_002,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing with both hands in pockets, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_003,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing with arms crossed, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_004,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, walking towards the camera mid-stride, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_005,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, walking away, glancing back over the shoulder, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_006,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing in three-quarter turn, looking over the shoulder, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_007,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, leaning back against a wall, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_008,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, leaning sideways against a wall, one foot flexed, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_009,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, sitting on a low stool, back straight, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_010,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, sitting on the floor, legs extended to one side, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_011,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, sitting cross-legged on the floor, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_012,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, sitting on the floor, knees drawn up, arms resting on the knees, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_013,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, crouching on the balls of the feet, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_014,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, kneeling upright on both knees, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_015,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, one hand raised to the hair, elbow out, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_016,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, both hands raised to the back of the head, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_017,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, hands clasped in front, standing tall, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_018,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, one arm extended down, the other hand touching the collar, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_019,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, half turned away, head turned back to camera, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_020,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, seated on a chair, leaning forward, elbows on the knees, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_021,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, seated on a chair, legs crossed, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_022,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing on tiptoe, arms slightly out for balance, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_023,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, mid-twist, torso turned away and face to camera, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_024,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing with one leg crossed over the other, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_025,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, hands adjusting a cuff at the wrist, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_026,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, hands adjusting a collar, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_027,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, arms loose, caught mid-laugh, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
poses,pose_man_028,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, standing square to camera, chin slightly lifted, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
